title,listing_url,status,transaction,furnishing,facing,bhk,locality,property_id,scraped_timestamp,price_in_lacs,total_floors,price_per_sqft,area_sqft_imputed,floor_number
"5 BHK  House for Sale in Sector 41, Dadri Road Noida",https://www.magicbricks.com/propertyDetails/5-BHK-320-Sq-m-Residential-House-FOR-Sale-Sector-41-in-Noida&id=4d423739363932303033,Ready to Move,Resale,Unfurnished,East,5,"Sector 41, Dadri Road Noida",4d423739363932303033,2025-10-15T18:01:14.131338+00:00,560.0,22,46519.66372185808,415.0,10
"1 BHK Flat  for Sale in Sector 137, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/1-BHK-495-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-137-in-Noida&id=4d423831333137383233,Ready to Move,Resale,Furnished,North - East,1,"Sector 137, Noida Express Way, Noida",4d423831333137383233,2025-10-15T18:01:14.132516+00:00,35.0,28,7070.707070707071,495.0,24
"3 BHK Flat  for Sale in Sector 121, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1620-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-121-in-Noida&id=4d423830303733393737,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 121, Noida",4d423830303733393737,2025-10-15T18:01:14.133677+00:00,272.0,28,43870.967741935485,620.0,5
"3 BHK Flat  for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1345-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423830383830303839,Ready to Move,Resale,Furnished,East,3,"Sector 78, Noida",4d423830383830303839,2025-10-15T18:01:25.447575+00:00,170.0,22,49275.362318840576,345.0,2
"3 BHK Flat  for Sale in Sector 143, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-143-in-Noida&id=4d423831343138333733,Ready to Move,New Property,Unfurnished,North - East,3,"Sector 143, Noida Express Way, Noida",4d423831343138333733,2025-10-15T18:01:25.448760+00:00,190.0,25,126666.66666666667,150.0,23
"3 BHK Flat  for Sale in Sector 4, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-4-in-Noida&id=4d423830303231303735,Ready to Move,Resale,Furnished,North - East,3,"Sector 4, Noida",4d423830303231303735,2025-10-15T18:01:25.449924+00:00,210.0,33,1050000.0,20.0,12
3 BHK Flat  for Sale in  Noida,https://www.magicbricks.com/propertyDetails/3-BHK-1010-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423831333038363133,Ready to Move,Resale,Semi-Furnished,East,3,Noida,4d423831333038363133,2025-10-15T18:01:25.451022+00:00,73.0,12,46519.66372185808,0.0,3
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423831363335333239,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 150, Pusta Road, Noida",4d423831363335333239,2025-10-15T18:01:25.453282+00:00,215.0,29,1075000.0,20.0,20
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1404-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423831303537333433,Unknown,Resale,Semi-Furnished,North - East,3,"Sector 150, Pusta Road, Noida",4d423831303537333433,2025-10-15T18:01:25.455495+00:00,145.0,22,17533.252720677145,827.0,5
"4 BHK Flat  for Sale in Sector 133, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2123-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-133-in-Noida&id=4d423830303830343237,Unknown,Resale,Unfurnished,North - East,4,"Sector 133, Noida Express Way, Noida",4d423830303830343237,2025-10-15T18:01:25.456675+00:00,175.0,19,142276.42276422764,123.0,17
"5 BHK Flat  for Sale in Sector 94, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-6220-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-94-in-Noida&id=4d423830313038353035,Unknown,New Property,Unfurnished,North - East,5,"Sector 94, Noida Express Way, Noida",4d423830313038353035,2025-10-15T18:01:25.457861+00:00,1889.9999999999998,39,251999.99999999997,750.0,10
"3 BHK Flat  for Sale in Sector 73, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sector-73-in-Noida&id=4d423739323537353039,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 73, Noida Express Way, Noida",4d423739323537353039,2025-10-15T18:01:25.458916+00:00,45.0,5,45000.0,100.0,3
"3 BHK Flat  for Sale in Sector 93A, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1655-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-93A-in-Noida&id=4d423830363637303135,Ready to Move,Resale,Semi-Furnished,Missing,3,"Sector 93A, Noida Express Way, Noida",4d423830363637303135,2025-10-15T18:01:25.459914+00:00,260.0,22,39694.65648854962,655.0,16
"3 BHK Flat  for Sale in Sector 50, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2548-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-50-in-Noida&id=4d423830363637313033,Ready to Move,New Property,Semi-Furnished,East,3,"Sector 50, Noida",4d423830363637313033,2025-10-15T18:01:25.492191+00:00,425.0,25,77554.74452554744,548.0,12
"3 BHK Flat  for Sale in Sector 21, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-21-in-Noida&id=4d423739323535333837,Ready to Move,Resale,Semi-Furnished,North - West,3,"Sector 21, Noida",4d423739323535333837,2025-10-15T18:01:25.493395+00:00,180.0,22,36000.0,500.0,3
"3 BHK Flat  for Sale in Sector 120, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2180-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-120-in-Noida&id=4d423739383434373335,Unknown,New Property,Semi-Furnished,North - West,3,"Sector 120, Noida",4d423739383434373335,2025-10-15T18:01:25.494476+00:00,218.00000000000003,28,121111.11111111114,180.0,12
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1340-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831353537333537,Ready to Move,Resale,Furnished,North - East,3,"Noida Extension, Noida",4d423831353537333537,2025-10-15T18:01:25.495606+00:00,135.0,24,39705.882352941175,340.0,20
"3 BHK Flat  for Sale in Sector 61, Ashok Marg, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1429-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-61-in-Noida&id=4d423831343731373539,Ready to Move,Resale,Semi-Furnished,North,3,"Sector 61, Ashok Marg, Noida",4d423831343731373539,2025-10-15T18:01:25.498266+00:00,229.99999999999997,3,53613.053613053606,429.0,1
"4 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3198-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423831363432363339,Unknown,Resale,Furnished,North - East,4,"Sector 150, Pusta Road, Noida",4d423831363432363339,2025-10-15T18:01:25.499704+00:00,420.0,30,46519.66372185808,0.0,20
"4 BHK Flat  for Sale in Sector 131, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2505-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-131-in-Noida&id=4d423737333234353737,Unknown,Resale,Semi-Furnished,East,4,"Sector 131, Noida Express Way, Noida",4d423737333234353737,2025-10-15T18:01:25.500868+00:00,250.0,31,83333.33333333333,300.0,11
"1 BHK Flat  for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423830393538313531,Ready to Move,Resale,Semi-Furnished,East,1,"Sector 78, Noida",4d423830393538313531,2025-10-15T18:01:25.503208+00:00,70.0,7,11965.811965811965,585.0,2
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1045-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831363530313039,Ready to Move,New Property,Unfurnished,Missing,3,"Noida Extension, Noida",4d423831363530313039,2025-10-15T18:01:25.506199+00:00,75.0,22,166666.66666666666,45.0,18
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1705-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831333637353333,Ready to Move,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423831333637353333,2025-10-15T18:01:25.507860+00:00,171.0,19,34200.0,500.0,11
"3 BHK Flat  for Sale in Sector 133, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-133-in-Noida&id=4d423738323339393037,Unknown,Resale,Unfurnished,East,3,"Sector 133, Noida Express Way, Noida",4d423738323339393037,2025-10-15T18:01:25.509425+00:00,120.0,19,48000.0,250.0,14
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1380-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831313130373933,Ready to Move,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423831313130373933,2025-10-15T18:01:25.510536+00:00,129.0,20,46519.66372185808,0.0,18
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1390-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831313530313135,Ready to Move,Resale,Semi-Furnished,North - East,3,"Noida Extension, Noida",4d423831313530313135,2025-10-15T18:01:25.511573+00:00,128.0,25,256000.0,50.0,5
"4 BHK Flat  for Sale in Noida Greater Noida Expressway, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2250-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Greater-Noida-Expressway-in-Noida&id=4d423831363638383931,Ready to Move,Resale,Unfurnished,North,4,"Noida Greater Noida Expressway, Noida",4d423831363638383931,2025-10-15T18:01:25.513269+00:00,210.0,30,35000.0,600.0,12
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1625-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831313332303931,Ready to Move,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423831313332303931,2025-10-15T18:01:25.514519+00:00,200.99999999999997,26,32159.999999999993,625.0,3
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1340-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739393437373133,Ready to Move,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423739393437373133,2025-10-15T18:01:25.516313+00:00,134.0,20,39411.76470588235,340.0,3
"3 BHK Flat  for Sale in Block B Sector 1, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-1-Block-B-in-Noida&id=4d423739383130393733,Unknown,New Property,Semi-Furnished,East,3,"Block B Sector 1, Noida",4d423739383130393733,2025-10-15T18:01:25.517774+00:00,161.0,32,54391.89189189189,296.0,12
"3 BHK Flat  for Sale in Sector 151, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-151-in-Noida&id=4d423830373037373833,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 151, Noida Express Way, Noida",4d423830373037373833,2025-10-15T18:01:25.519765+00:00,89.0,18,89000.0,100.0,4
5 BHK  House for Sale in Sector 26 Noida,https://www.magicbricks.com/propertyDetails/5-BHK-163-Sq-m-Residential-House-FOR-Sale-Sector-26-in-Noida&id=4d423831333237313037,Ready to Move,New Property,Semi-Furnished,North - East,5,Sector 26 Noida,4d423831333237313037,2025-10-15T18:01:25.521203+00:00,630.0,22,46519.66372185808,415.0,10
3 BHK Flat  for Sale in  Noida,https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423831333331363037,Ready to Move,Resale,Semi-Furnished,Missing,3,Noida,4d423831333331363037,2025-10-15T18:01:25.522624+00:00,200.0,2,29197.080291970804,685.0,2
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1345-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831363234373433,Ready to Move,Resale,Semi-Furnished,North - East,3,"Noida Extension, Noida",4d423831363234373433,2025-10-15T18:01:37.442059+00:00,105.0,20,30434.782608695652,345.0,20
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1335-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831373832353339,Ready to Move,Resale,Semi-Furnished,North - East,3,"Noida Extension, Noida",4d423831373832353339,2025-10-15T18:01:37.443567+00:00,130.0,22,38805.97014925373,335.0,7
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1490-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831373739313037,Ready to Move,Resale,Semi-Furnished,North - East,3,"Noida Extension, Noida",4d423831373739313037,2025-10-15T18:01:37.444961+00:00,140.0,20,14492.753623188406,966.0,5
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2350-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423737323038323131,Unknown,Resale,Semi-Furnished,Missing,3,"Sector 150, Pusta Road, Noida",4d423737323038323131,2025-10-15T18:01:37.446104+00:00,282.0,27,80571.42857142857,350.0,18
"3 BHK Flat  for Sale in Sector 121, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1827-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-121-in-Noida&id=4d423335343734383535,Ready to Move,Resale,Semi-Furnished,Missing,3,"Sector 121, Noida",4d423335343734383535,2025-10-15T18:01:37.447798+00:00,345.0,28,41717.04957678355,827.0,4
"4 BHK Flat  for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2380-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423831363532303937,Ready to Move,Resale,Furnished,Missing,4,"Sector 78, Noida",4d423831363532303937,2025-10-15T18:01:37.449014+00:00,345.0,21,90789.47368421052,380.0,19
"3 BHK Flat  for Sale in Sector 134, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-134-in-Noida&id=4d423831363637313537,Ready to Move,Resale,Unfurnished,Missing,3,"Sector 134, Noida Express Way, Noida",4d423831363637313537,2025-10-15T18:01:37.450614+00:00,128.0,8,25600.0,500.0,1
"3 BHK Flat  for Sale in Sector 76, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1650-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-76-in-Noida&id=4d423432383439353337,Ready to Move,New Property,Semi-Furnished,East,3,"Sector 76, Noida",4d423432383439353337,2025-10-15T18:01:37.452665+00:00,162.0,20,29454.545454545456,550.0,16
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1404-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423830383735393139,Ready to Move,Resale,Unfurnished,North - East,3,"Sector 150, Pusta Road, Noida",4d423830383735393139,2025-10-15T18:01:37.454359+00:00,150.0,22,18137.847642079807,827.0,8
"3 BHK Flat  for Sale in Vivek Vihar, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Sale-Vivek-Vihar-in-Noida&id=4d423831313639363939,Ready to Move,Resale,Furnished,Missing,3,"Vivek Vihar, Dadri Road, Noida",4d423831313639363939,2025-10-15T18:01:37.455677+00:00,200.0,4,66666.66666666667,300.0,1
"5 BHK Flat  for Sale in Sector 52, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-2675-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-52-in-Noida&id=4d423830363737343135,Ready to Move,Resale,Semi-Furnished,North - East,5,"Sector 52, Noida",4d423830363737343135,2025-10-15T18:01:37.457241+00:00,350.0,16,51851.851851851854,675.0,12
"4 BHK Flat  for Sale in Sector 10 Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2070-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-10-Noida-Extension-in-Noida&id=4d423830333736393033,Ready to Move,Resale,Semi-Furnished,North - East,4,"Sector 10 Noida Extension, Noida",4d423830333736393033,2025-10-15T18:01:37.458838+00:00,180.0,17,46519.66372185808,0.0,15
"5 BHK  House for Sale in Sector 41, Dadri Road Noida",https://www.magicbricks.com/propertyDetails/5-BHK-130-Sq-m-Residential-House-FOR-Sale-Sector-41-in-Noida&id=4d423831373037353339,Ready to Move,Resale,Semi-Furnished,North - West,5,"Sector 41, Dadri Road Noida",4d423831373037353339,2025-10-15T18:01:37.460519+00:00,375.0,22,46519.66372185808,415.0,3
"3 BHK Flat  for Sale in Sector 93, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-93-in-Noida&id=4d423830363538303933,Ready to Move,Resale,Semi-Furnished,North - West,3,"Sector 93, Noida Express Way, Noida",4d423830363538303933,2025-10-15T18:01:37.461976+00:00,195.0,16,27857.14285714286,700.0,3
"3 BHK Flat  for Sale in Sector 52, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2425-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-52-in-Noida&id=4d423830333830303131,Ready to Move,Resale,Semi-Furnished,East,3,"Sector 52, Noida",4d423830333830303131,2025-10-15T18:01:37.463931+00:00,325.0,22,132653.0612244898,245.0,16
"3 BHK Flat  for Sale in Block B Sector 62 Industrial Area, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1105-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-62-Block-B-Industrial-Area-in-Noida&id=4d423637383030313739,Ready to Move,Resale,Semi-Furnished,Missing,3,"Block B Sector 62 Industrial Area, Noida",4d423637383030313739,2025-10-15T18:01:37.465132+00:00,56.6,22,53904.76190476191,105.0,10
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831323434373235,Ready to Move,Resale,Semi-Furnished,North - East,3,"Noida Extension, Noida",4d423831323434373235,2025-10-15T18:01:37.466635+00:00,75.0,6,50000.0,150.0,4
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423730313739303733,Ready to Move,Resale,Unfurnished,North - East,3,"Noida Extension, Noida",4d423730313739303733,2025-10-15T18:01:37.468759+00:00,46.0,5,11500.0,400.0,2
"3 BHK Flat  for Sale in Sector 79, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1620-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-79-in-Noida&id=4d423831303839303131,Ready to Move,Resale,Semi-Furnished,East,3,"Sector 79, Dadri Road, Noida",4d423831303839303131,2025-10-15T18:01:37.470706+00:00,235.0,20,24352.331606217616,965.0,20
3 BHK  House for Sale in Sector 29 Noida,https://www.magicbricks.com/propertyDetails/3-BHK-1650-Sq-ft-Residential-House-FOR-Sale-Sector-29-in-Noida&id=4d423635383335363231,Ready to Move,Resale,Unfurnished,East,3,Sector 29 Noida,4d423635383335363231,2025-10-15T18:01:37.472129+00:00,180.0,3,29032.25806451613,620.0,3
"3 BHK Flat  for Sale in Sector 73, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sector-73-in-Noida&id=4d423734393937393033,Ready to Move,Resale,Semi-Furnished,East,3,"Sector 73, Noida Express Way, Noida",4d423734393937393033,2025-10-15T18:01:37.473569+00:00,40.0,6,20000.0,200.0,1
"3 BHK Flat  for Sale in Sector 76, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1420-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-76-in-Noida&id=4d423332303733303637,Ready to Move,Resale,Semi-Furnished,Missing,3,"Sector 76, Noida",4d423332303733303637,2025-10-15T18:01:37.474936+00:00,140.0,18,33333.333333333336,420.0,13
"4 BHK Flat  for Sale in Sector 93A, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2535-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-93A-in-Noida&id=4d423736323836353237,Ready to Move,Resale,Semi-Furnished,North - East,4,"Sector 93A, Noida Express Way, Noida",4d423736323836353237,2025-10-15T18:01:37.476369+00:00,400.0,11,170212.7659574468,235.0,10
"3 BHK Flat  for Sale in Sector 43, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2088-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-43-in-Noida&id=4d423738323631393833,Ready to Move,Resale,Semi-Furnished,Missing,3,"Sector 43, Noida",4d423738323631393833,2025-10-15T18:01:37.477616+00:00,450.0,27,511363.63636363635,88.0,20
"1 BHK Flat  for Sale in Garhi Village, Noida",https://www.magicbricks.com/propertyDetails/1-BHK-550-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Garhi-in-Noida&id=4d423735313633393631,Ready to Move,Resale,Semi-Furnished,North - East,1,"Garhi Village, Noida",4d423735313633393631,2025-10-15T18:01:37.479095+00:00,15.0,4,3000.0,500.0,1
4 BHK  House for Sale in Block A Sector 15 Noida,https://www.magicbricks.com/propertyDetails/4-BHK-220-Sq-m-Residential-House-FOR-Sale-Sector-15-Block-A-in-Noida&id=4d423831363634303339,Ready to Move,Resale,Semi-Furnished,Missing,4,Block A Sector 15 Noida,4d423831363634303339,2025-10-15T18:01:37.480537+00:00,1105.0,22,46519.66372185808,415.0,10
"3 BHK Flat  for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1320-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423830373938393731,Ready to Move,Resale,Semi-Furnished,East,3,"Sector 78, Noida",4d423830373938393731,2025-10-15T18:01:37.482078+00:00,148.0,22,592000.0,25.0,7
"4 BHK Flat  for Sale in Sector 137, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2495-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-137-in-Noida&id=4d423230303733373038,Ready to Move,Resale,Unfurnished,East,4,"Sector 137, Noida Express Way, Noida",4d423230303733373038,2025-10-15T18:01:37.484985+00:00,260.0,21,28888.88888888889,900.0,8
"1 BHK Flat  for Sale in Hazipur, Sector 104, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/1-BHK-825-Sq-ft-Multistorey-Apartment-FOR-Sale-Hazipur-in-Noida&id=4d423737323036363231,Ready to Move,Resale,Furnished,South -West,1,"Hazipur, Sector 104, Noida Express Way, Noida",4d423737323036363231,2025-10-15T18:01:37.486877+00:00,30.0,6,4137.931034482759,725.0,5
"3 BHK Flat  for Sale in Sector 151, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1347-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-151-in-Noida&id=4d423830303035363133,Ready to Move,Resale,Semi-Furnished,South - East,3,"Sector 151, Noida Express Way, Noida",4d423830303035363133,2025-10-15T18:01:37.488466+00:00,95.0,24,27377.521613832854,347.0,1
1 BHK Flat  for Sale in  Noida,https://www.magicbricks.com/propertyDetails/1-BHK-550-Sq-ft-Builder-Floor-Apartment-FOR-Sale-in-Noida&id=4d423738393933303833,Ready to Move,Resale,Semi-Furnished,East,1,Noida,4d423738393933303833,2025-10-15T18:01:47.792181+00:00,24.8,6,5636.363636363636,440.0,1
"4 BHK Flat  for Sale in Sector 93, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2328-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-93-in-Noida&id=4d423735353139323639,Ready to Move,Resale,Furnished,South -West,4,"Sector 93, Noida Express Way, Noida",4d423735353139323639,2025-10-15T18:01:47.793673+00:00,325.0,10,99085.36585365854,328.0,3
"3 BHK Flat  for Sale in Sector 75, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1525-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-75-in-Noida&id=4d423831363732323535,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 75, Noida",4d423831363732323535,2025-10-15T18:01:47.795263+00:00,220.00000000000003,28,41904.76190476191,525.0,1
"3 BHK Flat  for Sale in Sector 50, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2548-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-50-in-Noida&id=4d423632323734393035,Ready to Move,Resale,Unfurnished,East,3,"Sector 50, Noida",4d423632323734393035,2025-10-15T18:01:47.797259+00:00,270.0,16,49270.07299270073,548.0,1
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831363834343533,Ready to Move,Resale,Semi-Furnished,North,3,"Noida Extension, Noida",4d423831363834343533,2025-10-15T18:01:47.799773+00:00,128.0,22,35068.49315068493,365.0,6
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1710-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423736353338343433,Ready to Move,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423736353338343433,2025-10-15T18:01:47.801721+00:00,170.0,17,27868.852459016394,610.0,12
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1625-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423739393733323235,Ready to Move,Resale,Semi-Furnished,East,3,"Sector 150, Pusta Road, Noida",4d423739393733323235,2025-10-15T18:01:47.803327+00:00,180.0,26,28800.0,625.0,9
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1464-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831343536363335,Ready to Move,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423831343536363335,2025-10-15T18:01:47.805682+00:00,100.0,20,21551.724137931036,464.0,12
5 BHK  House for Sale in Sector 26 Noida,https://www.magicbricks.com/propertyDetails/5-BHK-300-Sq-m-Residential-House-FOR-Sale-Sector-26-in-Noida&id=4d423736373835323439,Ready to Move,Resale,Furnished,North - West,5,Sector 26 Noida,4d423736373835323439,2025-10-15T18:01:47.807374+00:00,750.0,22,46519.66372185808,415.0,3
