title,listing_url,status,transaction,furnishing,facing,bhk,locality,property_id,scraped_timestamp,price_in_lacs,total_floors,price_per_sqft,area_sqft_imputed,floor_number
"4 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2950-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423737303639353531,Ready to Move,New Property,Semi-Furnished,North - East,4,"Sector 107, Dadri Road, Noida",4d423737303639353531,2025-10-15T17:58:54.049268+00:00,440.00000000000006,21,88000.00000000001,500.0,10
"4 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2799-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423734393234333837,Unknown,Resale,Unfurnished,East,4,"Sector 115, Noida",4d423734393234333837,2025-10-15T17:58:54.057645+00:00,425.0,30,53191.48936170213,799.0,3
"3 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2304-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423733363731353533,Unknown,Resale,Unfurnished,North - East,3,"Sector 115, Noida",4d423733363731353533,2025-10-15T17:58:54.063499+00:00,310.0,29,101973.68421052632,304.0,6
"3 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2034-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423737393939333233,Unknown,Resale,Semi-Furnished,North - East,3,"Sector 115, Noida",4d423737393939333233,2025-10-15T17:58:54.065990+00:00,335.0,29,985294.1176470588,34.0,4
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423830393239303733,Ready to Move,New Property,Unfurnished,Missing,3,"Noida Extension, Noida",4d423830393239303733,2025-10-15T17:58:54.071491+00:00,135.0,22,27000.0,500.0,16
"3 BHK Flat  for Sale in Sector 110, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2794-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-110-in-Noida&id=4d423831333436373637,Ready to Move,Resale,Unfurnished,North - West,3,"Sector 110, Dadri Road, Noida",4d423831333436373637,2025-10-15T17:58:54.075191+00:00,320.0,30,40302.26700251889,794.0,26
"3 BHK Flat  for Sale in Sector 94, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2105-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-94-in-Noida&id=4d423437343839313131,Ready to Move,New Property,Unfurnished,East,3,"Sector 94, Noida Express Way, Noida",4d423437343839313131,2025-10-15T17:58:54.079363+00:00,290.0,44,276190.4761904762,105.0,23
"3 BHK Flat  for Sale in Sector 61, Ashok Marg, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-61-in-Noida&id=4d423831313036343639,Ready to Move,Resale,Furnished,North - West,3,"Sector 61, Ashok Marg, Noida",4d423831313036343639,2025-10-15T17:58:54.082460+00:00,221.0,8,34000.0,650.0,6
"5 BHK Flat  for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-6939-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423736383031343431,Unknown,Resale,Semi-Furnished,North - East,5,"Sector 115, Noida",4d423736383031343431,2025-10-15T17:58:54.090689+00:00,1100.0,29,1294117.6470588236,85.0,16
"4 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3501-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423432363033313037,Ready to Move,New Property,Semi-Furnished,East,4,"Sector 107, Dadri Road, Noida",4d423432363033313037,2025-10-15T17:58:54.093309+00:00,650.0,30,78597.33978234582,827.0,10
"4 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2405-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739303534313633,Unknown,New Property,Unfurnished,Missing,4,"Noida Extension, Noida",4d423739303534313633,2025-10-15T17:58:54.095834+00:00,288.0,22,71111.11111111111,405.0,10
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1357-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739323035363837,Unknown,New Property,Semi-Furnished,East,3,"Noida Extension, Noida",4d423739323035363837,2025-10-15T17:58:54.104539+00:00,147.0,3,46519.66372185808,0.0,3
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2350-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423831343239323937,Unknown,New Property,Unfurnished,Missing,3,"Sector 150, Pusta Road, Noida",4d423831343239323937,2025-10-15T17:58:54.106554+00:00,383.0,22,109428.57142857143,350.0,10
"4 BHK Flat  for Sale in Sector 77, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-4075-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-77-in-Noida&id=4d423831353037383833,Unknown,New Property,Unfurnished,Missing,4,"Sector 77, Noida",4d423831353037383833,2025-10-15T17:58:54.111614+00:00,611.0,22,814666.6666666666,75.0,10
"3 BHK Flat  for Sale in Sector 137, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1565-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-137-in-Noida&id=4d423831303931353033,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 137, Noida Express Way, Noida",4d423831303931353033,2025-10-15T17:58:54.115462+00:00,122.0,24,81333.33333333333,150.0,14
"4 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-1995-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739343136333933,Ready to Move,Resale,Unfurnished,North - East,4,"Noida Extension, Noida",4d423739343136333933,2025-10-15T17:58:54.118050+00:00,155.0,20,15577.88944723618,995.0,17
"3 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1395-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423733363237323031,Ready to Move,New Property,Unfurnished,Missing,3,"Sector 107, Dadri Road, Noida",4d423733363237323031,2025-10-15T17:58:54.120686+00:00,85.0,22,21518.98734177215,395.0,10
"5 BHK Flat  for Sale in Sector 75, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-6300-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-75-in-Noida&id=4d423831353930373935,Unknown,New Property,Semi-Furnished,Missing,5,"Sector 75, Noida",4d423831353930373935,2025-10-15T17:58:54.123515+00:00,976.0,22,325333.3333333333,300.0,10
"4 BHK  House for Sale in Sector 105, Noida Express Way Noida",https://www.magicbricks.com/propertyDetails/4-BHK-300-Sq-m-Residential-House-FOR-Sale-Sector-105-in-Noida&id=4d423831303934333633,Ready to Move,Resale,Semi-Furnished,North - East,4,"Sector 105, Noida Express Way Noida",4d423831303934333633,2025-10-15T17:58:54.125974+00:00,925.0,22,46519.66372185808,415.0,10
"4 BHK Flat  for Sale in Sector 121, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2448-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-121-in-Noida&id=4d423736373538373237,Ready to Move,Resale,Semi-Furnished,North - East,4,"Sector 121, Noida",4d423736373538373237,2025-10-15T17:58:54.128585+00:00,545.0,28,94454.07279029462,577.0,2
"4 BHK Flat  for Sale in Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-4507-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-128-in-Noida&id=4d423737393038363431,Unknown,Resale,Semi-Furnished,North - East,4,"Sector 128, Noida Express Way, Noida",4d423737393038363431,2025-10-15T17:58:54.132864+00:00,1059.0,34,208875.73964497042,507.0,32
"4 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3200-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423830303539343733,Ready to Move,New Property,Unfurnished,North - East,4,"Sector 150, Pusta Road, Noida",4d423830303539343733,2025-10-15T17:58:54.141167+00:00,350.0,24,210843.3734939759,166.0,5
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831363338373931,Ready to Move,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423831363338373931,2025-10-15T17:58:54.147778+00:00,215.0,32,1075000.0,20.0,32
"4 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-1810-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831353838353933,Ready to Move,Resale,Furnished,East,4,"Noida Extension, Noida",4d423831353838353933,2025-10-15T17:58:54.157146+00:00,166.0,22,20493.827160493827,810.0,17
"3 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1755-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423738373031343031,Ready to Move,New Property,Unfurnished,East,3,"Sector 107, Dadri Road, Noida",4d423738373031343031,2025-10-15T17:58:54.173106+00:00,63.0,6,8344.370860927153,755.0,2
"1 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/1-BHK-641-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739363733323231,Ready to Move,New Property,Unfurnished,North,1,"Noida Extension, Noida",4d423739363733323231,2025-10-15T17:58:54.177020+00:00,88.0,20,22000.0,400.0,10
"3 BHK  House for Sale in Sector 144, Noida Express Way Noida",https://www.magicbricks.com/propertyDetails/3-BHK-450-Sq-m-Residential-House-FOR-Sale-Sector-144-in-Noida&id=4d423739363439363931,Ready to Move,Resale,Semi-Furnished,North,3,"Sector 144, Noida Express Way Noida",4d423739363439363931,2025-10-15T17:58:54.179161+00:00,700.0,22,46519.66372185808,415.0,10
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423738353332323733,Ready to Move,Resale,Semi-Furnished,North - East,3,"Noida Extension, Noida",4d423738353332323733,2025-10-15T17:58:54.181596+00:00,215.0,31,1075000.0,20.0,25
"3 BHK Flat  for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423738303238373637,Ready to Move,Resale,Semi-Furnished,East,3,"Sector 78, Noida",4d423738303238373637,2025-10-15T17:58:54.186427+00:00,200.0,20,232558.13953488372,86.0,7
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1775-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423537393132333537,Ready to Move,New Property,Furnished,North - East,3,"Noida Extension, Noida",4d423537393132333537,2025-10-15T17:58:54.193321+00:00,164.0,32,215789.47368421053,76.0,12
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1625-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423530343431313538,Ready to Move,New Property,Semi-Furnished,North - East,3,"Sector 150, Pusta Road, Noida",4d423530343431313538,2025-10-15T17:59:07.908864+00:00,155.0,26,62000.0,250.0,5
"4 BHK Flat  for Sale in Sector 92, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-4100-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-92-in-Noida&id=4d423830353239383437,Ready to Move,Resale,Semi-Furnished,North - East,4,"Sector 92, Noida",4d423830353239383437,2025-10-15T17:59:07.910990+00:00,700.0,6,700000.0,100.0,3
"3 BHK Flat  for Sale in Aditya Urban Casa, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1835-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423830373632353937,Ready to Move,Resale,Semi-Furnished,East,3,"Aditya Urban Casa, Noida",4d423830373632353937,2025-10-15T17:59:07.913815+00:00,235.0,22,25488.069414316702,922.0,6
"3 BHK Flat  for Sale in Sector 51, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1450-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sector-51-in-Noida&id=4d423830373937303437,Ready to Move,New Property,Semi-Furnished,North - East,3,"Sector 51, Noida",4d423830373937303437,2025-10-15T17:59:07.918459+00:00,76.0,5,30400.0,250.0,3
"3 BHK Flat  for Sale in Sector 134, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1570-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-134-in-Noida&id=4d423736363236353033,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 134, Noida Express Way, Noida",4d423736363236353033,2025-10-15T17:59:07.922531+00:00,120.0,18,92307.69230769231,130.0,9
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1907-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423831333739383139,Ready to Move,New Property,Semi-Furnished,East,3,"Sector 150, Pusta Road, Noida",4d423831333739383139,2025-10-15T17:59:07.924537+00:00,229.99999999999997,12,26744.186046511622,860.0,3
"3 BHK Flat  for Sale in Sector 93A, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2150-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-93A-in-Noida&id=4d423831323839323739,Ready to Move,Resale,Furnished,North - East,3,"Sector 93A, Noida Express Way, Noida",4d423831323839323739,2025-10-15T17:59:07.926020+00:00,360.0,22,240000.0,150.0,12
"3 BHK Flat  for Sale in Aditya Urban Casa, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2500-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423830353534323739,Ready to Move,Resale,Semi-Furnished,North - East,3,"Aditya Urban Casa, Noida",4d423830353534323739,2025-10-15T17:59:07.927848+00:00,425.0,34,53125.0,800.0,34
"3 BHK Flat  for Sale in Sector 121, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-121-in-Noida&id=4d423738303233393331,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 121, Noida",4d423738303233393331,2025-10-15T17:59:07.929289+00:00,222.00000000000003,28,26303.31753554503,844.0,26
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1535-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423634383532373135,Ready to Move,Resale,Unfurnished,East,3,"Noida Extension, Noida",4d423634383532373135,2025-10-15T17:59:07.930530+00:00,136.0,22,45333.333333333336,300.0,10
"3 BHK Flat  for Sale in Garhi Village, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1380-Sq-ft-Multistorey-Apartment-FOR-Sale-Garhi-in-Noida&id=4d423831333030343631,Ready to Move,New Property,Unfurnished,North - East,3,"Garhi Village, Noida",4d423831333030343631,2025-10-15T17:59:07.932785+00:00,193.0,17,50789.47368421053,380.0,7
"5 BHK  House for Sale in Sector 15A, Noida Express Way Noida",https://www.magicbricks.com/propertyDetails/5-BHK-3228-Sq-ft-Residential-House-FOR-Sale-Sector-15A-in-Noida&id=4d423735373635393731,Ready to Move,Resale,Semi-Furnished,North - West,5,"Sector 15A, Noida Express Way Noida",4d423735373635393731,2025-10-15T17:59:07.935455+00:00,1300.0,22,46519.66372185808,415.0,10
"3 BHK Flat  for Sale in Sector 137, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1560-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-137-in-Noida&id=4d423830333731343037,Ready to Move,Resale,Semi-Furnished,North - West,3,"Sector 137, Noida Express Way, Noida",4d423830333731343037,2025-10-15T17:59:07.937940+00:00,180.0,20,32142.85714285714,560.0,7
"3 BHK Flat  for Sale in Sector 143B, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1380-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-143-B-in-Noida&id=4d423831303537353935,Ready to Move,New Property,Unfurnished,East,3,"Sector 143B, Noida",4d423831303537353935,2025-10-15T17:59:07.939628+00:00,144.0,17,37894.73684210526,380.0,10
"3 BHK Flat  for Sale in Sultanpur, Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1856-Sq-ft-Multistorey-Apartment-FOR-Sale-Sultanpur-in-Noida&id=4d423739323039303739,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sultanpur, Sector 128, Noida Express Way, Noida",4d423739323039303739,2025-10-15T17:59:07.940948+00:00,225.0,18,46487.603305785124,484.0,10
"3 BHK Flat  for Sale in Sector 44, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2700-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-44-in-Noida&id=4d423830373036343737,Unknown,New Property,Semi-Furnished,North - East,3,"Sector 44, Dadri Road, Noida",4d423830373036343737,2025-10-15T17:59:07.942291+00:00,602.0,26,66888.88888888889,900.0,2
"4 BHK Flat  for Sale in Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-4000-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-128-in-Noida&id=4d423732383238393431,Ready to Move,Resale,Semi-Furnished,North - East,4,"Sector 128, Noida Express Way, Noida",4d423732383238393431,2025-10-15T17:59:07.943573+00:00,780.0,4,195000.0,400.0,4
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1395-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831303738393631,Ready to Move,Resale,Semi-Furnished,South,3,"Noida Extension, Noida",4d423831303738393631,2025-10-15T17:59:07.944779+00:00,97.7,18,11914.634146341463,820.0,17
"3 BHK Flat  for Sale in Sector 10 Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-10-Noida-Extension-in-Noida&id=4d423831343333303035,Unknown,New Property,Semi-Furnished,North - East,3,"Sector 10 Noida Extension, Noida",4d423831343333303035,2025-10-15T17:59:07.946095+00:00,137.0,4,16446.57863145258,833.0,4
"4 BHK Flat  for Sale in Sector 44, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3165-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-44-in-Noida&id=4d423831313933313235,Ready to Move,Resale,Furnished,North - East,4,"Sector 44, Dadri Road, Noida",4d423831313933313235,2025-10-15T17:59:07.947345+00:00,900.0,9,150000.0,600.0,4
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831333731333637,Ready to Move,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423831333731333637,2025-10-15T17:59:07.949299+00:00,216.0,20,78545.45454545454,275.0,10
"3 BHK Flat  for Sale in Sector 134, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1658-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-134-in-Noida&id=4d423737363237303837,Ready to Move,Resale,Unfurnished,East,3,"Sector 134, Noida Express Way, Noida",4d423737363237303837,2025-10-15T17:59:07.951983+00:00,170.0,14,48571.42857142857,350.0,12
"3 BHK Flat  for Sale in Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-3000-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-128-in-Noida&id=4d423831363932363735,Unknown,New Property,Unfurnished,Missing,3,"Sector 128, Noida Express Way, Noida",4d423831363932363735,2025-10-15T17:59:07.953613+00:00,568.0,22,93421.05263157895,608.0,10
"3 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1795-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423831333330313139,Unknown,New Property,Unfurnished,Missing,3,"Sector 107, Dadri Road, Noida",4d423831333330313139,2025-10-15T17:59:07.955863+00:00,109.00000000000001,22,13710.691823899373,795.0,10
"4 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3501-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423831363335393235,Ready to Move,Resale,Semi-Furnished,South - East,4,"Sector 107, Dadri Road, Noida",4d423831363335393235,2025-10-15T17:59:07.957846+00:00,900.0,30,1058823.5294117648,85.0,5
"3 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2500-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423831373038323937,Unknown,New Property,Semi-Furnished,East,3,"Sector 107, Dadri Road, Noida",4d423831373038323937,2025-10-15T17:59:07.960531+00:00,429.0,28,137060.70287539935,313.0,4
"4 BHK Flat  for Sale in RG Residency, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2845-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423737383932323733,Unknown,New Property,Semi-Furnished,Missing,4,"RG Residency, Noida",4d423737383932323733,2025-10-15T17:59:07.962788+00:00,341.0,28,40355.02958579882,845.0,4
"4 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3027-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423830353131323639,Ready to Move,Resale,Semi-Furnished,East,4,"Sector 150, Pusta Road, Noida",4d423830353131323639,2025-10-15T17:59:07.965478+00:00,380.0,33,190000.0,200.0,6
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-3300-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423830383035353035,Unknown,Resale,Unfurnished,North - East,3,"Sector 150, Pusta Road, Noida",4d423830383035353035,2025-10-15T17:59:07.969724+00:00,535.0,5,213147.41035856574,251.0,5
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1610-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423830393134373037,Ready to Move,New Property,Unfurnished,North - West,3,"Noida Extension, Noida",4d423830393134373037,2025-10-15T17:59:07.972065+00:00,115.99999999999999,20,55769.23076923076,208.0,15
"3 BHK Flat for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2034-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423831303930303139,Unknown,Resale,Semi-Furnished,North - East,3,"Sector 115, Noida",4d423831303930303139,2025-10-15T17:59:24.845508+00:00,294.0,28,73500.0,400.0,13
"4 BHK Flat for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-4775-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423831313734383639,Unknown,New Property,Furnished,North - East,4,"Sector 107, Dadri Road, Noida",4d423831313734383639,2025-10-15T17:59:24.848465+00:00,809.0,29,104387.09677419355,775.0,10
"3 BHK Flat for Sale in Sector 74, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1440-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-74-in-Noida&id=4d423831363932383139,Ready to Move,Resale,Semi-Furnished,North - East,3,"Sector 74, Noida",4d423831363932383139,2025-10-15T17:59:24.850086+00:00,170.0,20,38636.36363636364,440.0,7
"4 BHK Flat for Sale in Sultanpur, Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-5300-Sq-ft-Multistorey-Apartment-FOR-Sale-Sultanpur-in-Noida&id=4d423831343134383835,Unknown,New Property,Unfurnished,North - East,4,"Sultanpur, Sector 128, Noida Express Way, Noida",4d423831343134383835,2025-10-15T17:59:24.851218+00:00,1326.0,36,663000.0,200.0,30
"4 BHK Flat for Sale in Sector 146, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3225-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-146-in-Noida&id=4d423830383638343433,Unknown,New Property,Unfurnished,Missing,4,"Sector 146, Noida",4d423830383638343433,2025-10-15T17:59:24.852030+00:00,552.0,22,245333.33333333334,225.0,10
"4 BHK Flat for Sale in Sector 44, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-4208-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-44-in-Noida&id=4d423831353137363537,Unknown,New Property,Unfurnished,Missing,4,"Sector 44, Dadri Road, Noida",4d423831353137363537,2025-10-15T17:59:24.852924+00:00,1110.0,22,533653.8461538461,208.0,10
"3 BHK Flat for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1775-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831363835313733,Unknown,New Property,Unfurnished,Missing,3,"Noida Extension, Noida",4d423831363835313733,2025-10-15T17:59:24.853764+00:00,190.0,22,24516.129032258064,775.0,10
"5 BHK Flat for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-6570-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423831363838393633,Unknown,New Property,Unfurnished,Missing,5,"Sector 107, Dadri Road, Noida",4d423831363838393633,2025-10-15T17:59:24.854520+00:00,1539.0,22,170243.3628318584,904.0,10
"3 BHK Flat for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1565-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831363031303535,Unknown,New Property,Unfurnished,Missing,3,"Noida Extension, Noida",4d423831363031303535,2025-10-15T17:59:24.855303+00:00,160.0,22,28318.58407079646,565.0,10
"4 BHK Flat for Sale in Sector 45, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3530-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-45-in-Noida&id=4d423831343330313135,Unknown,New Property,Unfurnished,Missing,4,"Sector 45, Noida Express Way, Noida",4d423831343330313135,2025-10-15T17:59:24.856129+00:00,705.0,22,72381.93018480492,974.0,10
"5 BHK Flat for Sale in Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-4026-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-128-in-Noida&id=4d423831343536303035,Unknown,New Property,Unfurnished,Missing,5,"Sector 128, Noida Express Way, Noida",4d423831343536303035,2025-10-15T17:59:24.856937+00:00,1288.0,22,377712.6099706745,341.0,10
