title,listing_url,area_raw,status,floor,transaction,furnishing,facing,bhk,locality,property_id,scraped_timestamp,price_raw
"4 BHK Flat  for Sale in Sector 110, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3277-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-110-in-Noida&id=4d423739383138313233,3277 sqft,Ready to Move,6 out of 8,Resale,Furnished,,4,"Sector 110, Dadri Road, Noida",4d423739383138313233,2025-10-15T18:01:14.116642+00:00,₹3.75 Cr
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2300-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423739353035353335,2000 sqft,Ready to Move,12 out of 24,Resale,Semi-Furnished,North - West,3,"Sector 150, Pusta Road, Noida",4d423739353035353335,2025-10-15T18:01:14.117810+00:00,₹4.14 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1974-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831323230343431,1974 sqft,Ready to Move,12 out of 21,Resale,Semi-Furnished,,3,"Noida Extension, Noida",4d423831323230343431,2025-10-15T18:01:14.118775+00:00,₹2.50 Cr
"3 BHK Flat  for Sale in Sector 137, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1595-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-137-in-Noida&id=4d423738383234353631,1595 sqft,Ready to Move,4 out of 16,Resale,Unfurnished,,3,"Sector 137, Noida Express Way, Noida",4d423738383234353631,2025-10-15T18:01:14.119746+00:00,₹1.70 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1325-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423737313036373935,723 sqft,,5 out of 27,Resale,Semi-Furnished,North - East,3,"Noida Extension, Noida",4d423737313036373935,2025-10-15T18:01:14.120973+00:00,₹2.50 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1357-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831353138373631,1000 sqft,,10 out of 30,New Property,Semi-Furnished,East,3,"Noida Extension, Noida",4d423831353138373631,2025-10-15T18:01:14.122969+00:00,₹1.70 Cr
"3 BHK Flat  for Sale in Sector 50, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1560-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-50-in-Noida&id=4d423831313735363735,1560 sqft,Ready to Move,7 out of 9,Resale,Semi-Furnished,North,3,"Sector 50, Noida",4d423831313735363735,2025-10-15T18:01:14.125321+00:00,₹2.25 Cr
"4 BHK Flat  for Sale in Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-4000-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-128-in-Noida&id=4d423831333038313037,3000 sqft,Ready to Move,11 out of 36,Resale,Unfurnished,East,4,"Sector 128, Noida Express Way, Noida",4d423831333038313037,2025-10-15T18:01:14.127117+00:00,₹7.85 Cr
"3 BHK Flat  for Sale in A Block Sector 50, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1267-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-50-Block-A-in-Noida&id=4d423739313335333535,1267 sqft,Ready to Move,3 out of 9,Resale,Semi-Furnished,South - East,3,"A Block Sector 50, Noida",4d423739313335333535,2025-10-15T18:01:14.129036+00:00,₹1.85 Cr
"3 BHK  House for Sale in Sector 105, Noida Express Way Noida",https://www.magicbricks.com/propertyDetails/3-BHK-450-Sq-m-Residential-House-FOR-Sale-Sector-105-in-Noida&id=4d423830353932363937,450 sqm,Ready to Move,,Resale,Semi-Furnished,North,3,"Sector 105, Noida Express Way Noida",4d423830353932363937,2025-10-15T18:01:14.130253+00:00,₹13.10 Cr
"5 BHK  House for Sale in Sector 41, Dadri Road Noida",https://www.magicbricks.com/propertyDetails/5-BHK-320-Sq-m-Residential-House-FOR-Sale-Sector-41-in-Noida&id=4d423739363932303033,320 sqm,Ready to Move,,Resale,Unfurnished,East,5,"Sector 41, Dadri Road Noida",4d423739363932303033,2025-10-15T18:01:14.131338+00:00,₹5.60 Cr
"1 BHK Flat  for Sale in Sector 137, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/1-BHK-495-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-137-in-Noida&id=4d423831333137383233,495 sqft,Ready to Move,24 out of 28,Resale,Furnished,North - East,1,"Sector 137, Noida Express Way, Noida",4d423831333137383233,2025-10-15T18:01:14.132516+00:00,₹35 Lac
"3 BHK Flat  for Sale in Sector 121, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1620-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-121-in-Noida&id=4d423830303733393737,1620 sqft,Ready to Move,5 out of 28,Resale,Semi-Furnished,North - East,3,"Sector 121, Noida",4d423830303733393737,2025-10-15T18:01:14.133677+00:00,₹2.72 Cr
"3 BHK Flat  for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1345-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423830383830303839,1345 sqft,Ready to Move,2 out of 22,Resale,Furnished,East,3,"Sector 78, Noida",4d423830383830303839,2025-10-15T18:01:25.447575+00:00,₹1.70 Cr
"3 BHK Flat  for Sale in Sector 143, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-143-in-Noida&id=4d423831343138333733,1150 sqft,Ready to Move,23 out of 25,New Property,Unfurnished,North - East,3,"Sector 143, Noida Express Way, Noida",4d423831343138333733,2025-10-15T18:01:25.448760+00:00,₹1.90 Cr
"3 BHK Flat  for Sale in Sector 4, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-4-in-Noida&id=4d423830303231303735,1020 sqft,Ready to Move,12 out of 33,Resale,Furnished,North - East,3,"Sector 4, Noida",4d423830303231303735,2025-10-15T18:01:25.449924+00:00,₹2.10 Cr
3 BHK Flat  for Sale in  Noida,https://www.magicbricks.com/propertyDetails/3-BHK-1010-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423831333038363133,1000 sqft,Ready to Move,3 out of 12,Resale,Semi-Furnished,East,3,Noida,4d423831333038363133,2025-10-15T18:01:25.451022+00:00,₹73 Lac
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423831363335333239,1020 sqft,Ready to Move,20 out of 29,Resale,Semi-Furnished,North - East,3,"Sector 150, Pusta Road, Noida",4d423831363335333239,2025-10-15T18:01:25.453282+00:00,₹2.15 Cr
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1404-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423831303537333433,827 sqft,,5 out of 22,Resale,Semi-Furnished,North - East,3,"Sector 150, Pusta Road, Noida",4d423831303537333433,2025-10-15T18:01:25.455495+00:00,₹1.45 Cr
"4 BHK Flat  for Sale in Sector 133, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2123-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-133-in-Noida&id=4d423830303830343237,2123 sqft,,17 out of 19,Resale,Unfurnished,North - East,4,"Sector 133, Noida Express Way, Noida",4d423830303830343237,2025-10-15T18:01:25.456675+00:00,₹1.75 Cr
"5 BHK Flat  for Sale in Sector 94, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-6220-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-94-in-Noida&id=4d423830313038353035,3750 sqft,,10 out of 39,New Property,Unfurnished,North - East,5,"Sector 94, Noida Express Way, Noida",4d423830313038353035,2025-10-15T18:01:25.457861+00:00,₹18.90 Cr
"3 BHK Flat  for Sale in Sector 73, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sector-73-in-Noida&id=4d423739323537353039,1100 sqft,Ready to Move,3 out of 5,Resale,Semi-Furnished,North - East,3,"Sector 73, Noida Express Way, Noida",4d423739323537353039,2025-10-15T18:01:25.458916+00:00,₹45 Lac
"3 BHK Flat  for Sale in Sector 93A, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1655-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-93A-in-Noida&id=4d423830363637303135,1655 sqft,Ready to Move,16 out of 22,Resale,Semi-Furnished,,3,"Sector 93A, Noida Express Way, Noida",4d423830363637303135,2025-10-15T18:01:25.459914+00:00,₹2.60 Cr
"3 BHK Flat  for Sale in Sector 50, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2548-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-50-in-Noida&id=4d423830363637313033,2548 sqft,Ready to Move,12 out of 25,New Property,Semi-Furnished,East,3,"Sector 50, Noida",4d423830363637313033,2025-10-15T18:01:25.492191+00:00,₹4.25 Cr
"3 BHK Flat  for Sale in Sector 21, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-21-in-Noida&id=4d423739323535333837,1500 sqft,Ready to Move,Ground out of 3,Resale,Semi-Furnished,North - West,3,"Sector 21, Noida",4d423739323535333837,2025-10-15T18:01:25.493395+00:00,₹1.80 Cr
"3 BHK Flat  for Sale in Sector 120, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2180-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-120-in-Noida&id=4d423739383434373335,2180 sqft,,12 out of 28,New Property,Semi-Furnished,North - West,3,"Sector 120, Noida",4d423739383434373335,2025-10-15T18:01:25.494476+00:00,₹2.18 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1340-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831353537333537,1340 sqft,Ready to Move,20 out of 24,Resale,Furnished,North - East,3,"Noida Extension, Noida",4d423831353537333537,2025-10-15T18:01:25.495606+00:00,₹1.35 Cr
"3 BHK Flat  for Sale in Sector 61, Ashok Marg, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1429-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-61-in-Noida&id=4d423831343731373539,1429 sqft,Ready to Move,1 out of 3,Resale,Semi-Furnished,North,3,"Sector 61, Ashok Marg, Noida",4d423831343731373539,2025-10-15T18:01:25.498266+00:00,₹2.30 Cr
"4 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3198-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423831363432363339,2000 sqft,,20 out of 30,Resale,Furnished,North - East,4,"Sector 150, Pusta Road, Noida",4d423831363432363339,2025-10-15T18:01:25.499704+00:00,₹4.20 Cr
"4 BHK Flat  for Sale in Sector 131, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2505-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-131-in-Noida&id=4d423737333234353737,2300 sqft,,11 out of 31,Resale,Semi-Furnished,East,4,"Sector 131, Noida Express Way, Noida",4d423737333234353737,2025-10-15T18:01:25.500868+00:00,₹2.50 Cr
"1 BHK Flat  for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423830393538313531,585 sqft,Ready to Move,2 out of 7,Resale,Semi-Furnished,East,1,"Sector 78, Noida",4d423830393538313531,2025-10-15T18:01:25.503208+00:00,₹70 Lac
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1045-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831363530313039,1045 sqft,Ready to Move,Ground out of 18,New Property,Unfurnished,,3,"Noida Extension, Noida",4d423831363530313039,2025-10-15T18:01:25.506199+00:00,₹75 Lac
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1705-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831333637353333,1500 sqft,Ready to Move,11 out of 19,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423831333637353333,2025-10-15T18:01:25.507860+00:00,₹1.71 Cr
"3 BHK Flat  for Sale in Sector 133, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-133-in-Noida&id=4d423738323339393037,1250 sqft,,14 out of 19,Resale,Unfurnished,East,3,"Sector 133, Noida Express Way, Noida",4d423738323339393037,2025-10-15T18:01:25.509425+00:00,₹1.20 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1380-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831313130373933,1000 sqft,Ready to Move,18 out of 20,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423831313130373933,2025-10-15T18:01:25.510536+00:00,₹1.29 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1390-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831313530313135,1050 sqft,Ready to Move,5 out of 25,Resale,Semi-Furnished,North - East,3,"Noida Extension, Noida",4d423831313530313135,2025-10-15T18:01:25.511573+00:00,₹1.28 Cr
"4 BHK Flat  for Sale in Noida Greater Noida Expressway, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2250-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Greater-Noida-Expressway-in-Noida&id=4d423831363638383931,1600 sqft,Ready to Move,12 out of 30,Resale,Unfurnished,North,4,"Noida Greater Noida Expressway, Noida",4d423831363638383931,2025-10-15T18:01:25.513269+00:00,₹2.10 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1625-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831313332303931,1625 sqft,Ready to Move,3 out of 26,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423831313332303931,2025-10-15T18:01:25.514519+00:00,₹2.01 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1340-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739393437373133,1340 sqft,Ready to Move,3 out of 20,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423739393437373133,2025-10-15T18:01:25.516313+00:00,₹1.34 Cr
"3 BHK Flat  for Sale in Block B Sector 1, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-1-Block-B-in-Noida&id=4d423739383130393733,1296 sqft,,12 out of 32,New Property,Semi-Furnished,East,3,"Block B Sector 1, Noida",4d423739383130393733,2025-10-15T18:01:25.517774+00:00,₹1.61 Cr
"3 BHK Flat  for Sale in Sector 151, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-151-in-Noida&id=4d423830373037373833,1100 sqft,Ready to Move,4 out of 18,Resale,Semi-Furnished,North - East,3,"Sector 151, Noida Express Way, Noida",4d423830373037373833,2025-10-15T18:01:25.519765+00:00,₹89 Lac
5 BHK  House for Sale in Sector 26 Noida,https://www.magicbricks.com/propertyDetails/5-BHK-163-Sq-m-Residential-House-FOR-Sale-Sector-26-in-Noida&id=4d423831333237313037,162 sqm,Ready to Move,,New Property,Semi-Furnished,North - East,5,Sector 26 Noida,4d423831333237313037,2025-10-15T18:01:25.521203+00:00,₹6.30 Cr
3 BHK Flat  for Sale in  Noida,https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423831333331363037,1685 sqft,Ready to Move,2 out of 2,Resale,Semi-Furnished,,3,Noida,4d423831333331363037,2025-10-15T18:01:25.522624+00:00,₹2 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1345-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831363234373433,1345 sqft,Ready to Move,20 out of 20,Resale,Semi-Furnished,North - East,3,"Noida Extension, Noida",4d423831363234373433,2025-10-15T18:01:37.442059+00:00,₹1.05 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1335-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831373832353339,1335 sqft,Ready to Move,7 out of 22,Resale,Semi-Furnished,North - East,3,"Noida Extension, Noida",4d423831373832353339,2025-10-15T18:01:37.443567+00:00,₹1.30 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1490-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831373739313037,966 sqft,Ready to Move,5 out of 20,Resale,Semi-Furnished,North - East,3,"Noida Extension, Noida",4d423831373739313037,2025-10-15T18:01:37.444961+00:00,₹1.40 Cr
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2350-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423737323038323131,2350 sqft,,18 out of 27,Resale,Semi-Furnished,,3,"Sector 150, Pusta Road, Noida",4d423737323038323131,2025-10-15T18:01:37.446104+00:00,₹2.82 Cr
"3 BHK Flat  for Sale in Sector 121, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1827-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-121-in-Noida&id=4d423335343734383535,1827 sqft,Ready to Move,4 out of 28,Resale,Semi-Furnished,,3,"Sector 121, Noida",4d423335343734383535,2025-10-15T18:01:37.447798+00:00,₹3.45 Cr
"4 BHK Flat  for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2380-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423831363532303937,2380 sqft,Ready to Move,19 out of 21,Resale,Furnished,,4,"Sector 78, Noida",4d423831363532303937,2025-10-15T18:01:37.449014+00:00,₹3.45 Cr
"3 BHK Flat  for Sale in Sector 134, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-134-in-Noida&id=4d423831363637313537,1500 sqft,Ready to Move,1 out of 8,Resale,Unfurnished,,3,"Sector 134, Noida Express Way, Noida",4d423831363637313537,2025-10-15T18:01:37.450614+00:00,₹1.28 Cr
"3 BHK Flat  for Sale in Sector 76, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1650-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-76-in-Noida&id=4d423432383439353337,1550 sqft,Ready to Move,16 out of 20,New Property,Semi-Furnished,East,3,"Sector 76, Noida",4d423432383439353337,2025-10-15T18:01:37.452665+00:00,₹1.62 Cr
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1404-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423830383735393139,827 sqft,Ready to Move,8 out of 22,Resale,Unfurnished,North - East,3,"Sector 150, Pusta Road, Noida",4d423830383735393139,2025-10-15T18:01:37.454359+00:00,₹1.50 Cr
"3 BHK Flat  for Sale in Vivek Vihar, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Sale-Vivek-Vihar-in-Noida&id=4d423831313639363939,1300 sqft,Ready to Move,1 out of 4,Resale,Furnished,,3,"Vivek Vihar, Dadri Road, Noida",4d423831313639363939,2025-10-15T18:01:37.455677+00:00,₹2 Cr
"5 BHK Flat  for Sale in Sector 52, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-2675-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-52-in-Noida&id=4d423830363737343135,2675 sqft,Ready to Move,12 out of 16,Resale,Semi-Furnished,North - East,5,"Sector 52, Noida",4d423830363737343135,2025-10-15T18:01:37.457241+00:00,₹3.50 Cr
"4 BHK Flat  for Sale in Sector 10 Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2070-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-10-Noida-Extension-in-Noida&id=4d423830333736393033,2000 sqft,Ready to Move,15 out of 17,Resale,Semi-Furnished,North - East,4,"Sector 10 Noida Extension, Noida",4d423830333736393033,2025-10-15T18:01:37.458838+00:00,₹1.80 Cr
"5 BHK  House for Sale in Sector 41, Dadri Road Noida",https://www.magicbricks.com/propertyDetails/5-BHK-130-Sq-m-Residential-House-FOR-Sale-Sector-41-in-Noida&id=4d423831373037353339,130 sqm,Ready to Move,Ground out of 3,Resale,Semi-Furnished,North - West,5,"Sector 41, Dadri Road Noida",4d423831373037353339,2025-10-15T18:01:37.460519+00:00,₹3.75 Cr
"3 BHK Flat  for Sale in Sector 93, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-93-in-Noida&id=4d423830363538303933,1700 sqft,Ready to Move,3 out of 16,Resale,Semi-Furnished,North - West,3,"Sector 93, Noida Express Way, Noida",4d423830363538303933,2025-10-15T18:01:37.461976+00:00,₹1.95 Cr
"3 BHK Flat  for Sale in Sector 52, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2425-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-52-in-Noida&id=4d423830333830303131,2245 sqft,Ready to Move,Ground out of 16,Resale,Semi-Furnished,East,3,"Sector 52, Noida",4d423830333830303131,2025-10-15T18:01:37.463931+00:00,₹3.25 Cr
